timestamp,edge_id,cpu_percent,memory_percent,disk_io_MBps,net_latency_ms,failed
2025-07-13 06:00:00,edge-1,54.57075619631647,46.707479998737384,112.22320767609921,16.420712781093833,0
2025-07-13 07:00:00,edge-1,34.40023840639257,67.21183355313683,135.75194983741827,20.50071456230038,0
2025-07-13 08:00:00,edge-1,61.25676793709686,32.18629140049487,130.09534930850714,12.521698745623162,0
2025-07-13 09:00:00,edge-1,64.1084707458682,88.77410964718462,145.63251157445524,20.58234207525711,0
2025-07-13 10:00:00,edge-1,20.734472170192454,57.11944679890647,99.92326399963784,15.333872246553325,0
2025-07-13 11:00:00,edge-1,30.467307397065227,65.8008079296707,112.1386760326668,17.787635285749946,0
2025-07-13 12:00:00,edge-1,51.91760604750928,100.0,120.46054807676765,25.22532332885562,0
2025-07-13 13:00:00,edge-1,45.256361114846264,90.32880201178807,105.66626789564103,22.36004784189037,0
2025-07-13 14:00:00,edge-1,49.74798263743567,53.86868757425884,84.11222760331705,22.842047622874095,0
2025-07-13 15:00:00,edge-1,37.2043410863963,48.135596302592816,86.70229862640919,11.143975808040686,0
2025-07-13 16:00:00,edge-1,63.19096962294243,53.48909976960937,67.29766406680139,29.184475849145066,0
2025-07-13 17:00:00,edge-1,61.66687903143422,70.19796496953072,116.86467319639318,14.040593445290625,0
2025-07-13 18:00:00,edge-1,50.99046046341824,57.89551731498258,96.23939303659378,27.642804071469325,0
2025-07-13 19:00:00,edge-1,66.90861810452049,52.09511709993057,73.4730499745294,25.107719329907432,0
2025-07-13 20:00:00,edge-1,57.012640133780685,89.34362501418084,73.5102072270163,22.8866637089234,0
2025-07-13 21:00:00,edge-1,37.110613056751426,57.71580216444326,51.58405088868846,15.725076095458093,0
2025-07-13 22:00:00,edge-1,55.53126176123748,100.0,139.15365364948798,20.757949224097615,0
2025-07-13 23:00:00,edge-1,35.616760987565016,61.81485127504346,103.14470678127151,17.6453929467757,0
2025-07-14 00:00:00,edge-1,63.17675451960909,95.70636788449454,65.48799921706919,20.14519785752646,0
2025-07-14 01:00:00,edge-1,49.251111335206204,67.14638845421254,132.34190998408073,18.7506387045722,0
2025-07-14 02:00:00,edge-1,47.22706454682109,79.25921146498897,77.58204760822508,9.80694746713796,0
2025-07-14 03:00:00,edge-1,39.786056833940876,45.507778969645514,43.73997491951069,25.60892075492294,0
2025-07-14 04:00:00,edge-1,68.33812008011046,42.924815548251765,140.8488915687653,19.594464217253194,0
2025-07-14 05:00:00,edge-1,47.682057768967965,69.19411910029974,78.51612041735548,17.575998002488816,0
2025-07-14 06:00:00,edge-1,43.57508266755339,79.7710648493063,83.64403639164843,17.19836383585116,1
